step,loss,gradient_norm,update_norm,accepted
0,0.0063813711199884665,nan,0.0,1
1,0.005574206490858676,nan,0.26357668518960264,1
2,0.005343326713226155,nan,0.2010084074854043,1
3,0.005343326713226155,nan,0.0,0
4,0.00477924983696897,nan,0.2323830925580005,1
5,0.00456236669103612,nan,0.2225980106462607,1
6,0.00456236669103612,nan,0.0,0
7,0.00456236669103612,nan,0.1940506635775129,1
8,0.00456236669103612,nan,0.1706866486373302,1
9,0.00456236669103612,nan,0.15575552659558237,1
10,0.00456236669103612,nan,0.1475635450904814,1
11,0.00456236669103612,nan,0.15120137848691442,1
12,0.00456236669103612,nan,0.12832348085677933,1
13,0.00456236669103612,nan,0.14027698717764073,1
14,0.00456236669103612,nan,0.0,0
15,0.00456236669103612,nan,0.0883767511206017,1
16,0.00456236669103612,nan,0.07867541354522445,1
17,0.00456236669103612,nan,0.07766323913624681,1
18,0.00456236669103612,nan,0.06916269273706735,1
19,0.00456236669103612,nan,0.06556218095858644,1
20,0.00456236669103612,nan,0.050630070893328126,1
21,0.00456236669103612,nan,0.03648148285142157,1
22,0.00456236669103612,nan,0.029172366227658272,1
23,0.00456236669103612,nan,0.016932927814702882,1
24,0.00456236669103612,nan,0.0128818486633353,1
