step,loss,gradient_norm,update_norm,accepted
1,0.005723655034146963,0.018987204243958646,0.45012538854949175,1
2,0.004649282782357619,0.005190432698187408,0.34198028800094604,1
3,0.00456236669103612,0.0,0.26398152461520535,1
4,0.00456236669103612,0.0,0.21598500638516085,1
5,0.00456236669103612,0.0,0.1823703889765181,1
6,0.00456236669103612,0.0,0.15703589332939036,1
7,0.00456236669103612,0.0,0.13702553827986627,1
8,0.00456236669103612,0.0,0.1207029329302132,1
9,0.00456236669103612,0.0,0.10707505121761458,1
10,0.00456236669103612,0.0,0.09549719623568703,1
11,0.00456236669103612,0.0,0.08552849977386075,1
12,0.00456236669103612,0.0,0.07685475810804243,1
13,0.00456236669103612,0.0,0.06924435467858753,1
14,0.00456236669103612,0.0,0.06252168368497255,1
15,0.00456236669103612,0.0,0.05655039800708334,1
16,0.00456236669103612,0.0,0.05122244978987163,1
17,0.00456236669103612,0.0,0.04645069048285043,1
18,0.00456236669103612,0.0,0.04216373644233536,1
19,0.00456236669103612,0.0,0.0,1
