step,loss,gradient_norm,update_norm,accepted
1,0.013068938685567853,0.022942005092018325,0.5589113414757737,1
2,0.012003012106564355,0.0007285966796559492,0.37394679218297966,1
3,0.012003012132497007,0.0,0.28890040460275745,1
4,0.012003012132497007,0.0,0.236540951483434,1
5,0.012003012132497007,0.0,0.19985185636161115,1
6,0.012003012132497007,0.0,0.1721859026782735,1
7,0.012003012132497007,0.0,0.1503228485316813,1
8,0.012003012132497007,0.0,0.13247998703203875,1
9,0.012003012132497007,0.0,0.11757547789599351,1
10,0.012003012132497007,0.0,0.10490694077019265,1
11,0.012003012132497007,0.0,0.09399403912557054,1
12,0.012003012132497007,0.0,0.0844944191665107,1
13,0.012003012132497007,0.0,0.07615569306830353,1
14,0.012003012132497007,0.0,0.06878648744191114,1
15,0.012003012132497007,0.0,0.06223819427110274,1
16,0.012003012132497007,0.0,0.05639303228937117,1
17,0.012003012132497007,0.0,0.05115598597087349,1
18,0.012003012132497007,0.0,0.046449212585724424,1
19,0.012003012132497007,0.0,0.0,1
