step,loss,gradient_norm,update_norm,accepted
0,0.008485981032218964,nan,0.0,1
1,0.008485981032218964,nan,0.0,0
2,0.008485981032218964,nan,0.0,0
3,0.008430161122886096,nan,0.21295284569504958,1
4,0.008373242232473684,nan,0.16912758940448855,1
5,0.008373242232473684,nan,0.0,0
6,0.008292618644314553,nan,0.17218306605846487,1
7,0.008238696061841227,nan,0.19426851448819768,1
8,0.008238696061841227,nan,0.0,0
9,0.007916218802665137,nan,0.18107416231285633,1
10,0.006444099389164447,nan,0.18185269389024647,1
11,0.006444099389164447,nan,0.16433095900708833,1
12,0.006444099389164447,nan,0.1430751522935808,1
13,0.006444099389164447,nan,0.11961757333425023,1
14,0.006444099389164447,nan,0.10568991723795844,1
15,0.006444099389164447,nan,0.10899780705243177,1
16,0.006444099389164447,nan,0.08316976090932515,1
17,0.006444099389164447,nan,0.0785518806132876,1
18,0.006444099389164447,nan,0.0819556031020858,1
19,0.006444099389164447,nan,0.05773076222823193,1
20,0.006444099389164447,nan,0.04893426279077596,1
21,0.006444099389164447,nan,0.04360645377757078,1
22,0.006444099389164447,nan,0.03230183291491658,1
23,0.006444099389164447,nan,0.018906777468836445,1
24,0.006444099389164447,nan,0.014304948053007385,1
