step,loss,gradient_norm,update_norm,accepted
0,0.00669884246954757,nan,0.0,1
1,0.006552542849453957,nan,0.13618620252932512,1
2,0.006546159886739098,nan,0.15921202626626613,1
3,0.006546159886739098,nan,0.0,0
4,0.006546159886739098,nan,0.0,0
5,0.0064984646998960584,nan,0.1851772040720632,1
6,0.006440196058852768,nan,0.17480386806681264,1
7,0.006438043499488571,nan,0.15996861968478301,1
8,0.006438043499488571,nan,0.0,0
9,0.006438043499488571,nan,0.0,0
10,0.006438043499488571,nan,0.0,0
11,0.006438043499488571,nan,0.0,0
12,0.006438043499488571,nan,0.0,0
13,0.006438043499488571,nan,0.0,0
14,0.006438043499488571,nan,0.0,0
15,0.006438043499488571,nan,0.0,0
16,0.006438043499488571,nan,0.0,0
17,0.0064373397597153395,nan,0.06607795825608269,1
18,0.0064373397597153395,nan,0.0,0
19,0.0064373397597153395,nan,0.0,0
20,0.006437066923913701,nan,0.04347218226707061,1
21,0.006437066923913701,nan,0.0,0
22,0.006437066923913701,nan,0.0,0
23,0.006437066923913701,nan,0.0,0
24,0.006436929656822165,nan,0.009660397873958525,1
