step,loss,gradient_norm,update_norm,accepted
1,0.008485981032218964,0.04295210437127562,0.5546589848060146,1
2,0.0064414071397658765,0.0025723032190053344,0.4186734333010173,1
3,0.006444099389164447,0.0,0.3233316659682214,1
4,0.006444099389164447,0.0,0.2646519616273957,1
5,0.006444099389164447,0.0,0.2235458941636378,1
6,0.006444099389164447,0.0,0.19255743715964788,1
7,0.006444099389164447,0.0,0.1680747721123939,1
8,0.006444099389164447,0.0,0.14809855861621532,1
9,0.006444099389164447,0.0,0.1314155796421836,1
10,0.006444099389164447,0.0,0.11723821819126717,1
11,0.006444099389164447,0.0,0.10502788928696032,1
12,0.006444099389164447,0.0,0.09440075499044318,1
13,0.006444099389164447,0.0,0.08507386947886611,1
14,0.006444099389164447,0.0,0.07683270850300689,1
15,0.006444099389164447,0.0,0.06951070284759289,1
16,0.006444099389164447,0.0,0.06297584944105215,1
17,0.006444099389164447,0.0,0.057121671387517406,1
18,0.006444099389164447,0.0,0.051860945969301915,1
19,0.006444099389164447,0.0,0.0,1
